readmission_precision,readmission_recall,readmission_f1,intervention_precision,intervention_recall,intervention_f1,procedure_precision,procedure_recall,procedure_f1
0.39950980392156865,0.27166666666666667,0.32341269841269843,0.4307116104868914,0.4356060606060606,0.4331450094161959,0.4539249146757679,0.3958333333333333,0.42289348171701113
